weather,feature,pair,centering,seed,pairs,matched,mismatched,gap
normal,raw,L-R,uncentered,260927,3994,0.4405241114066167,0.42521608035948444,0.015308031047132294
normal,raw,L-R,weather_centered,260927,3994,0.40810925360461786,-0.017717837206571982,0.4258270908111899
normal,shared,C-L,uncentered,260927,3994,0.9789449220725366,0.9789494427103962,-4.520637859646408e-06
normal,shared,C-L,weather_centered,260927,3994,0.0279649594505141,-0.0025484748544033434,0.030513434304917448
normal,shared,C-R,uncentered,260927,3994,0.9691813601203755,0.9692115969160382,-3.0236795662629634e-05
normal,shared,C-R,weather_centered,260927,3994,-0.0005080272835723431,0.0005168098987709418,-0.0010248371823432848
normal,shared,L-R,uncentered,260927,3994,0.9881153751733475,0.9877474287489518,0.0003679464243957506
normal,shared,L-R,weather_centered,260927,3994,0.1274871616106369,-0.010108615723667672,0.13759577733430456
normal,specific,C-L,uncentered,260927,3994,0.378644992352449,0.37867911052910264,-3.4118176653588846e-05
normal,specific,C-L,weather_centered,260927,3994,-0.008924960968490202,-0.0005475950972070246,-0.008377365871283179
normal,specific,C-R,uncentered,260927,3994,0.6737793745589719,0.6738534544186086,-7.407985963676298e-05
normal,specific,C-R,weather_centered,260927,3994,0.001127043060718321,-0.001243474178872251,0.00237051723959057
normal,specific,L-R,uncentered,260927,3994,0.37721543693198994,0.37679486184441313,0.0004205750875768257
normal,specific,L-R,weather_centered,260927,3994,0.02524001910987035,0.001132291893529493,0.024107727216340857
normal,raw,C-L,uncentered,260928,4022,-0.0368181252550594,-0.04479222416945454,0.007974098914395138
normal,raw,C-L,weather_centered,260928,4022,0.22657642056828997,-0.003424153812536823,0.23000057438082683
normal,raw,C-R,uncentered,260928,4022,-0.4079328510679199,-0.4139585771687433,0.006025726100823439
normal,raw,C-R,weather_centered,260928,4022,0.22215555727424482,-0.006036981224663578,0.2281925384989084
normal,raw,L-R,uncentered,260928,4022,0.4405521472547035,0.4257124778807027,0.014839669374000778
normal,raw,L-R,weather_centered,260928,4022,0.409343324858381,-0.011072369919033539,0.4204156947774146
normal,shared,C-L,uncentered,260928,4022,0.9789518583250838,0.9789393930168407,1.2465308243054003e-05
normal,shared,C-L,weather_centered,260928,4022,0.027795901069667193,-0.002055879374044445,0.02985178044371164
normal,shared,C-R,uncentered,260928,4022,0.9692073000195981,0.9691870371771347,2.0262842463405014e-05
normal,shared,C-R,weather_centered,260928,4022,-0.0004467981251282233,0.004554807744462314,-0.00500160586959054
